epoch,train_loss,val_loss,val_iou,time
1,1.385236648545749,1.1892859935760498,0.19921991229057312,104.92
2,1.1298163351805315,1.0484205484390259,0.3641758859157562,104.12
3,1.0073453369347944,0.9337514638900757,0.4050000011920929,104.31
4,0.9043485496355139,0.8149791955947876,0.4525894522666931,104.24
5,0.8397689090258833,0.7795906066894531,0.45713838934898376,104.5
6,0.7999004047849904,0.7455222606658936,0.47618693113327026,104.75
7,0.777681158936542,0.7313613891601562,0.47236156463623047,104.57
8,0.7594048933706422,0.7065091133117676,0.4831744134426117,104.55
9,0.7444046312484188,0.7127370238304138,0.48859676718711853,104.66
10,0.7370793404786483,0.7301632165908813,0.4690561294555664,104.68
11,0.7312600120254185,0.6823234558105469,0.4993932247161865,104.53
12,0.724614093269127,0.7058506011962891,0.4926183819770813,104.12
13,0.7170427130616229,0.6874287128448486,0.495365709066391,104.38
14,0.7159347836522089,0.6926599740982056,0.49128490686416626,104.43
15,0.7104165657706882,0.6910302639007568,0.49144113063812256,104.49
16,0.7041465026744897,0.6768344044685364,0.5047308206558228,104.22
17,0.701462421728217,0.7166886329650879,0.4679041802883148,104.4
18,0.6964825072150299,0.6994948387145996,0.48073911666870117,104.59
19,0.6998182137807211,0.6920176148414612,0.4951345920562744,104.69
20,0.6901640295982361,0.6514275074005127,0.5209534168243408,104.64
21,0.6900274909060934,0.6629730463027954,0.5158236026763916,104.51
22,0.6891771174859309,0.6474066972732544,0.5207751393318176,104.59
23,0.6852637442989625,0.6970152258872986,0.48899486660957336,104.61
24,0.688351211340531,0.6652411818504333,0.5080825686454773,104.56
25,0.6873815932135651,0.6776800155639648,0.4911830425262451,104.57
26,0.6796371133431144,0.6665897965431213,0.5123615860939026,104.76
27,0.6741039640661599,0.6661664247512817,0.5084066390991211,104.72
28,0.6709053058555161,0.657918393611908,0.5129148364067078,104.41
29,0.6726165508878403,0.6729978919029236,0.4983816146850586,104.62
30,0.6695973449859066,0.6872155070304871,0.49689486622810364,104.81
31,0.6703583701797153,0.6747690439224243,0.4962960481643677,104.95
32,0.6615264545316282,0.6862533688545227,0.5043176412582397,104.49
33,0.6673712782237841,0.6674226522445679,0.5091408491134644,104.68
34,0.6646644032519796,0.6437974572181702,0.5295960903167725,104.9
35,0.661755577377651,0.6609093546867371,0.5106257796287537,104.63
36,0.6678019079609193,0.660142719745636,0.5181731581687927,105.15
37,0.663832413977471,0.6783238053321838,0.5007008910179138,105.18
38,0.6554773614026498,0.6482445001602173,0.5221925377845764,105.12
39,0.6555077545884727,0.6591927409172058,0.5124576687812805,105.21
40,0.6542919062185979,0.6360642910003662,0.530815064907074,105.13
41,0.6537518760432368,0.6495890617370605,0.5253555178642273,105.03
42,0.6533981423447097,0.6496900916099548,0.5168553590774536,105.1
43,0.6520068325858185,0.6578619480133057,0.5159557461738586,105.25
44,0.6503688727599987,0.6573623418807983,0.5178029537200928,105.3
45,0.6477488668068595,0.6469317674636841,0.5227196216583252,105.14
46,0.6463172150694806,0.6578651666641235,0.5052266120910645,105.17
47,0.6450928000436313,0.6488795280456543,0.5183351635932922,105.24
48,0.6395090939342112,0.646536648273468,0.523906409740448,105.4
49,0.642473035964413,0.6595816016197205,0.5170552730560303,105.12
50,0.6432844365852467,0.6458109617233276,0.520548939704895,105.68
51,0.6411702615627344,0.6761816143989563,0.500482976436615,104.98
52,0.6416374315386233,0.671083927154541,0.5025163888931274,105.09
53,0.6367973745733068,0.6851193904876709,0.49325618147850037,105.31
54,0.6497675094051637,0.6789762377738953,0.4980458617210388,105.31
55,0.6507218315981437,0.6575750112533569,0.5071811079978943,105.39
56,0.6434452395508254,0.6523255109786987,0.5204452276229858,105.33
57,0.6364224535831506,0.6641045212745667,0.5128398537635803,105.15
58,0.6376218087431313,0.650216817855835,0.5150572657585144,105.43
59,0.6312241493791774,0.6685082316398621,0.5052930116653442,105.24
60,0.6346122501552969,0.6327171325683594,0.532981812953949,105.1
61,0.6356376184933428,0.6994150876998901,0.4830268621444702,104.61
62,0.6308285481687905,0.6378973722457886,0.5335776805877686,104.94
63,0.6272113470063694,0.663463830947876,0.5016945600509644,105.0
64,0.62597615217817,0.6713687777519226,0.5075720548629761,105.11
65,0.6249964176744655,0.6804089546203613,0.49211573600769043,105.34
66,0.6267869956251504,0.6393663883209229,0.5308272838592529,105.25
67,0.621114925197933,0.6451942920684814,0.5254629850387573,105.25
68,0.6227083145708278,0.648317813873291,0.5184270739555359,105.36
69,0.6240723910539047,0.6531636118888855,0.5177544355392456,105.36
70,0.6182971156161764,0.6565377712249756,0.5180357694625854,105.36
71,0.6199337891910387,0.6531242728233337,0.5134679079055786,105.11
72,0.6193952776383662,0.632468044757843,0.5320751667022705,105.16
73,0.6210963587830032,0.660128116607666,0.5124216079711914,105.38
74,0.6173756226249363,0.6511045694351196,0.5164744257926941,105.02
75,0.613234697908595,0.6820507049560547,0.49490827322006226,104.81
76,0.6114653703095256,0.6482688188552856,0.5186307430267334,104.89
77,0.6125264072763748,0.6520936489105225,0.5215222835540771,105.18
78,0.6087124269941578,0.6435455679893494,0.5238873958587646,105.0
79,0.6071164037870325,0.6458888649940491,0.5220072269439697,105.0
80,0.6096037842225337,0.6286110877990723,0.5347813367843628,104.83
81,0.6147385827009229,0.6856971979141235,0.4944691061973572,104.88
82,0.611773859763491,0.6833136677742004,0.4978852868080139,105.27
83,0.6136297186215719,0.6582876443862915,0.5158603191375732,105.01
84,0.6049927913624308,0.6368964910507202,0.5362495183944702,105.14
85,0.5986477184122887,0.6488509178161621,0.5189603567123413,104.75
86,0.6042451340219249,0.646588921546936,0.5286672115325928,105.38
87,0.6008139563643414,0.6506406664848328,0.5207542181015015,104.85
88,0.6031439382096996,0.6667309403419495,0.5058539509773254,104.81
89,0.6008247145708057,0.6528623700141907,0.5241034626960754,105.48
90,0.6010406354199285,0.6679202914237976,0.5116330981254578,105.68
91,0.5973168576973072,0.6522828340530396,0.5188767313957214,105.36
92,0.5924568314483201,0.6533538699150085,0.522174596786499,105.72
93,0.5916123385878577,0.6414110064506531,0.5264034271240234,105.74
94,0.5891935808071191,0.6450547575950623,0.5308635234832764,105.6
95,0.5923035542170206,0.6449190378189087,0.5304870009422302,105.72
96,0.594061699466429,0.6537513732910156,0.5192145705223083,105.53
97,0.5933204431464707,0.6541751623153687,0.5206486582756042,105.6
98,0.5915878078211909,0.6603220105171204,0.5219788551330566,105.6
99,0.5877719530160876,0.6469581723213196,0.5282728672027588,105.69
100,0.5993348852447842,0.6652265787124634,0.5135897397994995,105.46
